código;freq;nombre;info de complementos;Funcionan sin?;INFO;METAFORICO;SIGNIFICA;DISTANCIA;fuente;meta;enunciado;;;;;;;;;;;;;;;;;;
PVNI-0504;1;realidad;contundente;sí;;sí;;;;;volvió una realidad contundente. ;;;;;;;;;;;;;;;;;;
PVNI-0505;1;realidad;cotidiana;sí;;sí;;;;;volvió una realidad cotidiana. ;;;;;;;;;;;;;;;;;;
PVNI-0506;1;realidad;⍬;Sí;;sí;;;;;vuelven una realidad en ;;;;;;;;;;;;;;;;;;
PVNI-0507;1;realidad;⍬;Sí;;sí;;;;;vuelven una realidad, los ;;;;;;;;;;;;;;;;;;
PVNI-0508;1;realidad;⍬;Sí;;sí;;;;;vuelve una realidad para ;;;;;;;;;;;;;;;;;;
PVNI-0509;1;realidad;⍬;Sí;;sí;;;;;volverse una realidad para ;;;;;;;;;;;;;;;;;;
PVNI-0510;1;realidad;⍬;Sí;;sí;;;;;volvió una realidad, tan ;;;;;;;;;;;;;;;;;;
PVNI-0511;1;recogelatas;⍬;Sí;profesión u ocupación;no;;;;; Nuria enloquece, y queda en la calle, pobrecita la Nuria, se vuelve una recogelatas, veinte años le pasan encima y se pone viejita recogiendo latas. ;;;;;;;;;;;;;;;;;;
PVNI-0512;1;recogelatas;⍬;Sí;profesión u ocupación;no;;;;;Para sobrevivir ella vive con los mendigos, se vuelve una recogelatas, forma un negocio propio y poco a poco, comenzando desde la nada, se convierte otra vez en una empresaria.;;;;;;;;;;;;;;;;;;
PVNI-0513;1;recta;⍬;Sí;;sí;;;;;en el límite de Zenón, donde se acaba, la línea curva de los planos internos se vuelve una recta, la esfera gravitatoria se convierte en un único plano ilimitado y la gravedad desaparece.;;;;;;;;;;;;;;;;;;
PVNI-0514;1;recurso;táctico;SUSTANTIVO COMPUESTO;;no;;poca;gesto;recurso habitual;Estar bien con las autoridades se vuelve un recurso táctico, hasta estratégico, para ser calificado y para obtener una más favorable evaluación.;;;;;;;;;;;;;;;;;;
PVNI-0716;1;recurso;habitual;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; institución;recurso;volvería un recurso habitual: ;;;;;;;;;;;;;;;;;;
PVNI-0728;1;recurso;indispensable;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; música;recurso monótono;vuelven un recurso indispensable ;;;;;;;;;;;;;;;;;;
PVNI-0756;1;recurso;monótono;SUSTANTIVO COMPUESTO;de PVNIS;no;monótona;poca;música;recurso monótono;la música no tiene una definición clara, ya que en algunos momentos es de vital importancia para ambientar escenas de amor, pero en otros momentos se vuelve un recurso monótono,;;;;;;;;;;;;;;;;;;
PVNI-0800;1;recurso;táctico;SUSTANTIVO COMPUESTO;de PVNIS;no;táctico;poca;situación;recurso táctico;s. Estar bien con las autoridades se vuelve un recurso táctico, hasta estratégico,;;;;;;;;;;;;;;;;;;
PVNI-0849;1;recurso;para…;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; arte;recurso;vuelve un recurso para ;;;;;;;;;;;;;;;;;;
PVNI-0515;1;red;interconectada;Sí;;no;;;;; se volvería una red interconectada, global, irrompible.;;;;;;;;;;;;;;;;;;
PVNI-0516;1;referencia;ineludible;SUSTANTIVO COMPUESTO;determinado porque tiene complementos;NO;;poca;arte;referencia;Es por esto que el arte se vuelve una referencia ineludible para Benjamin, es por esto que el arte debe ser discutido. ;;;;;;;;;;;;;;;;;;
PVNI-0732;1;referencia;ineludible;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca;régimen;régimen dictatorial;Es por esto que el arte se vuelve una referencia ineludible para Benjamin, es por esto que el arte debe ser discutido. ;;;;;;;;;;;;;;;;;;
PVNI-0517;1;reflexión;sobre el poder;Sí;;sí;;;;;Debido a esta constante referencia a lo visual y al proceso de visualizar, la obra se vuelve una reflexión sobre el poder de la imagen:.;;;;;;;;;;;;;;;;;;
PVNI-0521;1;refugio;⍬;Sí;;sí;;;;;"""""Y ese porcentaje, cualquier hombre o mujer lo tiene que defender si se le ataca, porque es un territorio privado que se vuelve un refugio."", ";;;;;;;;;;;;;;;;;;
PVNI-0522;1;refugio;que en el fondo;Sí;;sí;;;;;ahora todos los objetos tenían un rostro que se desfiguraba con sus mismas sombras y esa casa tan inmensa se volvía un refugio que en el fondo no me protegía en nada.,;;;;;;;;;;;;;;;;;;
PVNI-0523;1;refugio;perfecto;sí;;sí;;;;;El estudio en la madrugada se volvió un refugio perfecto para mí. En ese espacio de libros podía llorar sin culpa y sin dar explicaciones a nadie, mucho menos a mí mismo., ;;;;;;;;;;;;;;;;;;
PVNI-0524;1;regadera;de cien huecos;sí;;sí;;;;;Ahora no encuentro ni la taza cuando orino y me vuelvo una regadera de cien huecos.;;;;;;;;;;;;;;;;;;
PVNI-0677;1;régimen;dictatorial;SUSTANTIVO COMPUESTO;de PVNIS;sí;;;;;Estamos viviendo un régimen que empezó a ser democrático con el voto de la gente y con la inercia del Gobierno se vuelve un régimen dictatorial.;;;;;;;;;;;;;;;;;;
PVNI-0525;1;relato;asumido;SUSTANTIVO COMPUESTO;;no;;poca;leyenda;relato;La leyenda de los trenes perdidos en la niebla nace entre 1942 y 1943, y se vuelve un relato asumido como real, ;;;;;;;;;;;;;;;;;;
PVNI-0526;1;rendija;⍬;Sí;;sí;;;;;Uno de sus ojos se volvió una rendija.;;;;;;;;;;;;;;;;;;
PVNI-0527;1;repetición;sin fin;Sí;;sí;;;;;volviéndose una repetición sin fin de texto de muy poco valor. ;;;;;;;;;;;;;;;;;;
PVNI-0528;1;repiración;quieta;Sí;;sí;;;;;Imagino que ya está al frente inmediato mío, el calor suyo se vuelve palpitante, se vuelve una respiración quieta y llena de palabras,;;;;;;;;;;;;;;;;;;
PVNI-0652;1;república;centralista;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; república;república centralista; México se volvió una república centralista;;;;;;;;;;;;;;;;;;
PVNI-0731;1;requisisto;ineludible;SUSTANTIVO COMPUESTO;de PVNIS;no;necesario;mucha;figura;requisito;lo que es propiamente la figura del servicio civil de carrera se vuelve un requisito ineludible, ;;;;;;;;;;;;;;;;;;
PVNI-0644;1;respuesta;automático;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; regulación;respuesta automática;pierde esa capacidad de regulación y ya no puede controlar la activación del sistema dopaminérgico a nivel cognitivo, y entonces se vuelve una respuesta automática.;;;;;;;;;;;;;;;;;;
PVNI-0645;1;respuesta;canónico;SUSTANTIVO COMPUESTO;de PVNIS;sí, por adj;oficial, habitual;poca; respuesta;respuesta canónica;Pregúntenle a Adriano se volvió una respuesta canónica de María Angélica para sus hijos.;;;;;;;;;;;;;;;;;;
PVNI-0529;1;reto;⍬;Sí;;sí;;;;;para revivir al viejo y el mar y la profundidad que alcanzan las cosas simples cuando se vuelven un reto.;;;;;;;;;;;;;;;;;;
PVNI-0530;1;reto;inmediato;sí;;sí;;;;; la dificultad de los candidatos de la oposición para obtener financiamiento, la reelección se vuelve un reto inmediato;;;;;;;;;;;;;;;;;;
PVNI-0531;1;reto;⍬;Sí;;sí;;;;;Cualquier recomendación se volvía un reto para cumplirla completamente a la inversa. ;;;;;;;;;;;;;;;;;;
PVNI-0684;1;rey;duro de morir;SUSTANTIVO COMPUESTO;de PVNIS;sí, por adj;imbatible;poca; rey;rey duro de morir;Pero se volvió un rey duro de morir, resistente a todas las benditas pruebas de la curva del sueño.;;;;;;;;;;;;;;;;;;
PVNI-0533;1;rictus;⍬;Sí;;sí;;;;;Después de un instante de pasmo y mudez -su carita se volvió un rictus- lanzó una carcajada, abriendo mucho los ojos;;;;;;;;;;;;;;;;;;
PVNI-0534;1;riesgo;⍬;Sí;;sí;;;;;El contexto sociopolítico de Honduras impedía la promoción de la organización ciudadana y se volvía un riesgo, ;;;;;;;;;;;;;;;;;;
PVNI-0535;1;risa;inaudible;SUSTANTIVO COMPUESTO;determinado porque tiene complementos;sí;ridículo, cómico;mucha; suspiro;"risa; "; El estertor quedo se volvió una risa inaudible. ;;;;;;;;;;;;;;;;;;
PVNI-0536;1;rito;de insomnio;sí;;sí;;;;;Mientras se mece, reflexiona entre recuerdos. Se vuelve un rito de insomnio irritable.;;;;;;;;;;;;;;;;;;
PVNI-0788;1;romance;ridículo;SUSTANTIVO COMPUESTO;de PVNIS;sí;estúpido;poca;situación;romance ridículo;Entonces andando, que no quiero que esto se vuelva un romance ridículo.;;;;;;;;;;;;;;;;;;
PVNI-0537;1;rompecabezas;intelectualista;Sí;;sí;;;;;todo se vuelve un rompecabezas intelectualista y sin consecuencias en la realidad.;;;;;;;;;;;;;;;;;;
PVNI-0538;1;ruina;⍬;Sí;;sí;;;;;La finca pronto se volvió una ruina. D;;;;;;;;;;;;;;;;;;
PVNI-0539;1;saco;roto;SUSTANTIVO COMPUESTO;IDIOM;sí;inservible;mucha; libro;saco roto;Se vuelven un saco roto donde se echan cosas que no vienen al caso: torpezas disfrazadas de osadía, frustraciones algo estúpidas,;;;;;;;;;;;;;;;;;;
PVNI-0540;1;santo;⍬;Sí;;sí;;;;;¿Usted cree que nomás porque yo se lo diga va a dejar de emborracharse, volverse un santo y abandonar los vicios y manías de toda la vida?;;;;;;;;;;;;;;;;;;
PVNI-0541;1;santuario;⍬;Sí;;sí;;;;;De pronto, el corazón se vuelve un santuario en el desierto. ;;;;;;;;;;;;;;;;;;
PVNI-0542;1;satélite;soviético;SUSTANTIVO COMPUESTO;;sí;aliado;mucha;país;satélite;En nuestras respectivas casas, la sola idea de que el país se volviera un satélite soviético era vista con horror.;;;;;;;;;;;;;;;;;;
PVNI-0543;1;sátira;del autoritarismo;sí;;sí;;;;;"La obra fue encontrando paralelismo a través de la historia y se volvió una sátira del autoritarismo y los gobernantes"".";;;;;;;;;;;;;;;;;;
PVNI-0850;1;secuencia;de;SUSTANTIVO COMPUESTO;de PVNIS;sí;reducido;mucha;barullo;secuencia de cuchichillos;ella, guiándolo y recibiendo a su paso decenas de miradas. El barullo del billar mengua hasta volverse una secuencia de cuchicheos en sordina.;;;;;;;;;;;;;;;;;;
PVNI-0544;1;sentimiento;⍬;Sí;;sí;;;;;Cierro los ojos y lo nombro. Theo. La posibilidad se ensancha hasta volverse un sentimiento. Tal vez él tenga la fuerza para que Antonio ya no me importe, para que su vida no sea el centro de la mía.;;;;;;;;;;;;;;;;;;
PVNI-0545;1;seña;⍬;Sí;;sí;;;;;ignorarse se volvió una seña.;;;;;;;;;;;;;;;;;;
PVNI-0546;1;señor;en pantuflas y pijama;sí;determinado porque tiene complementos;sí;;;;;"Martinelli dejaría de ser quien era como amante y se volvería un señor en pantuflas y pijama, mucho menos admirable, que ocasionalmente tendría caspa o acidez estomacal.""";;;;;;;;;;;;;;;;;;
PVNI-0634;1;señor;amargado;SUSTANTIVO COMPUESTO;de PVNIS;sí;difícil, resentido, irritable;poca;persona;tipo de persona;"Esther se volvió una señora amargada""; ";;;;;;;;;;;;;;;;;;
PVNI-0549;1;ser;humano;SUSTANTIVO COMPUESTO;;sí;animado;mucha;muñeco;humano;ese delicioso muñeco animado debía volverse un ser humano;;;;;;;;;;;;;;;;;;
PVNI-0629;1;ser;abominable;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca;criatura;ser abominables;un ser abominable;;;;;;;;;;;;;;;;;;
PVNI-0640;1;ser;astuto;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; muchacho;ser astuto;un ser astuto;;;;;;;;;;;;;;;;;;
PVNI-0655;1;ser;civilizado;SUSTANTIVO COMPUESTO;de PVNIS;sí;civilizado;poca;persona;ser civilizado;un ser civilizado;;;;;;;;;;;;;;;;;;
PVNI-0673;1;ser;delicado;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; persona;ser delicado;se precipitaba a manejar la silla de ruedas en cuanto nos acercábamos al portal, y por unos segundos se volvía un ser extremadamente delicado;;;;;;;;;;;;;;;;;;
PVNI-0707;1;ser;fotogénico;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca;persona;ser fotogénico;un ser fotogénico;;;;;;;;;;;;;;;;;;
PVNI-0736;1;ser;insensible;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca;er;tipo de ser;Poco a poco fue acallando aquella palabra molestosa y se volvió un ser insensible y deshumanizado.;;;;;;;;;;;;;;;;;;
PVNI-0742;1;ser;inutil;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca;er;tipo de ser;un ser unutil;;;;;;;;;;;;;;;;;;
PVNI-0797;1;ser;superior;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca;er;tipo de ser;"Los efectos benéficos de la literatura se consumen y resumen en ese rey instintivo y salvaje que se va ""humanizando, sensibilizando y se vuelve un ser infinitamente superior""";;;;;;;;;;;;;;;;;;
PVNI-0851;1;ser;de carne;SUSTANTIVO COMPUESTO;de PVNIS;sí;real;poca; persona;ser de carne y hueso;un ser de carne;;;;;;;;;;;;;;;;;;
PVNI-0852;1;ser;de deseo;SUSTANTIVO COMPUESTO;de PVNIS;sí;irreal;poca; persona;ser de deseo;un ser de deseo;;;;;;;;;;;;;;;;;;
PVNI-0550;1;serie;televisiva;SUSTANTIVO COMPUESTO;;no;;poca; libro serie;;¿No es novela la vida de la Reina del Sur de la que ya Arturo Pérez-Reverte dio constancia con tanto lujo de detalles que se volvió una serie televisiva?;;;;;;;;;;;;;;;;;;
PVNI-0808;1;serie;universal;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca;serie;serie universal;Considera que gracias a que aborda historias de mexicanos sin caer en los cliches, se vuelve una serie universal que logró la aceptación entre público.;;;;;;;;;;;;;;;;;;
PVNI-0551;1;signo;distintivo;sí;;sí;;;;; darle la vuelta de tal forma que el hablar laberíntico se volviera su signo distintivo: cantinflesco.;;;;;;;;;;;;;;;;;;
PVNI-0552;1;silueta;⍬;Sí;;sí;;;;;Se te irá la felicidad del alma y te volverás una silueta.;;;;;;;;;;;;;;;;;;
PVNI-0553;1;silueta;⍬;Sí;;sí;;;;;Se puso de pie, sacudió un poco su abrigo, hasta pronto, compañeros y echó a caminar, se volvió una silueta en la noche.;;;;;;;;;;;;;;;;;;
PVNI-0554;1;símbolo;de su carrera;sí;;sí;;;;;" Fue aclamada por la crítica cuando cantó ""The Boston Beguine"", una canción que se volvió un símbolo de su carrera.";;;;;;;;;;;;;;;;;;
PVNI-0555;1;símbolo;⍬;Sí;;sí;;;;;La Residencial Las Colinas, un vecindario de clase media se volvió un símbolo.;;;;;;;;;;;;;;;;;;
PVNI-0556;1;símbolo;de la memoria;sí;;sí;;;;;El nombre de Miguel Sánchez se volvió un símbolo de la memoria sobre los años del horror;;;;;;;;;;;;;;;;;;
PVNI-0557;1;símbolo;de estatus;Sí;;sí;;;;;las actividades en las casas de juegos se volvió un símbolo de estatus. ;;;;;;;;;;;;;;;;;;
PVNI-0558;1;símbolo;de igualdad;SUSTANTIVO COMPUESTO;;no;;poca; foto;símbolo;la foto de Rosie fue tomada por el movimiento feminista y se volvió un símbolo de igualdad entre sexos.;;;;;;;;;;;;;;;;;;
PVNI-0560;1;símbolo;⍬;Sí;;sí;;;;;se volvió un símbolo.;;;;;;;;;;;;;;;;;;
PVNI-0653;1;sistema;cerrado;SUSTANTIVO COMPUESTO;de PVNIS;sí;inaccesible, no modificable.;mucha; ascendencia;sistema cerrado;Pero lo que en Durán es un encuentro azaroso y aun feliz, en García se vuelve un sistema cerrado y condenatorio.;;;;;;;;;;;;;;;;;;
PVNI-0661;1;sistema;complejo;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; sistema;sistema compleja;En su obra de esta década la geometría se vuelve un sistema complejo pero estable y parece perder organicidad.;;;;;;;;;;;;;;;;;;
PVNI-0738;1;situación;insostenible;SUSTANTIVO COMPUESTO;de PVNIS;sí, por adj;inadmisible;poca; situación;situación insostenible;Cuando se vuelve una situación insostenible, es porque hay algún doble mensaje que dificulta la internalización de los límites;;;;;;;;;;;;;;;;;;
PVNI-0853;1;situación;de confrontarte;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca;situación;situacion de confortante;se vuelve una situación de confrontarte, de darte cuenta si estás seguro o no de las cosas que haces, y del tipo de personas con las que quieres trabajar.;;;;;;;;;;;;;;;;;;
PVNI-0705;1;soldado;feroz;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; pesona;soldado feroz;¿De que un ciudadano común, por causas todas suyas, pudiera volverse un soldado más feroz que ellos mismos? ;;;;;;;;;;;;;;;;;;
PVNI-0564;1;solista;aclamada;SUSTANTIVO COMPUESTO;profesión u ocupación;no;;poca; perosna;tipo de persona; La hija del albañil que se volvió una solista aclamada.;;;;;;;;;;;;;;;;;;
PVNI-0566;1;sombra;⍬;Sí;;sí;;;;;Pronto le antepusieron el doña a su nombre, como para rodearla con algo, porque Ana se volvió una sombra, y una sombra ciega que veía poco de lo que le rodeaba;;;;;;;;;;;;;;;;;;
PVNI-0214;1;sucesión;de éxitos;SUSTANTIVO COMPUESTO;;SÍ;exitosa;mucha;carrera;sucesión de éxitos;A partir de ahí, la carrera de Murphy se volvió una sucesión de éxitos, ;;;;;;;;;;;;;;;;;;
PVNI-0567;1;sucursal;del infierno;sí;;sí;;;;;El mundo se volvería una sucursal del infierno y buenas noches.;;;;;;;;;;;;;;;;;;
PVNI-0568;1;sufrimiento;continuo;sí;determinado porque tiene complementos;sí;;;;;Este torneo se volvió un sufrimiento continuo para Independiente. ;;;;;;;;;;;;;;;;;;
PVNI-0569;1;suspiro;⍬;Sí;abstracto;sí;;;;;El cuerpo se volvió un suspiro y se quedó cargada contra la puerta, todavía bajo tímidos estertores.;;;;;;;;;;;;;;;;;;
PVNI-0570;1;suspiro;⍬;Sí;;sí;;;;;También cambia el sentido del tiempo. Todo se vuelve un suspiro, un santiamén.;;;;;;;;;;;;;;;;;;
PVNI-0571;1;susurro;⍬;Sí;;sí;;;;;La voz de Tubón se vuelve un susurro con los sombríos recuerdos y casi en trance sale de su tienda y se dirige hacia la nueva iglesia,;;;;;;;;;;;;;;;;;;
PVNI-0572;1;tanque;blindado;sí;;sí;;;;; en la noche con mi lámpara de mano el miedo se volvía un tanque blindado.;;;;;;;;;;;;;;;;;;
PVNI-0659;1;tarea;complejo;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; tarea;tarea compleja;vuelve una tarea compleja, ;;;;;;;;;;;;;;;;;;
PVNI-0679;1;tarea;difícil;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; tarea;tarea difícil;vuelve una tarea muy  difícil;;;;;;;;;;;;;;;;;;
PVNI-0753;1;tarea;mayúsculo;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; tarea;tipo de tarea;vuelve una tarea mayúscula ;;;;;;;;;;;;;;;;;;
PVNI-0772;1;tarea;posible;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; tarea;tipo de tarea;vuelve una tarea no solo posible sino también apasionante,;;;;;;;;;;;;;;;;;;
PVNI-0854;1;tarea;de especial transcendencia;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; tarea;tipo de tarea;vuelve una tarea de especial trascendencia para México ;;;;;;;;;;;;;;;;;;
PVNI-0573;1;tejado;⍬;Sí;;sí;;;;;¿Por qué esta atmósfera de ateísmo? ¿Por qué el hombre se vuelve un tejado y no una esponja?;;;;;;;;;;;;;;;;;;
PVNI-0651;1;tema;central ;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca;tema;tema central;vuelve un tema central ;;;;;;;;;;;;;;;;;;
PVNI-0660;1;tema;complejo;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; tema;tema compleja;vuelve un tema complejo, ;;;;;;;;;;;;;;;;;;
PVNI-0670;1;tema;corporativo;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; tema; tema corporativo;vuelve un tema corporativo. ;;;;;;;;;;;;;;;;;;
PVNI-0720;1;tema;importante;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; tema;tema importante;vuelve un tema importante ;;;;;;;;;;;;;;;;;;
PVNI-0722;1;tema;importante;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca;tema;tema importante;La tecnología del mueble se volvió un tema sumamente importante a raíz de la integración de los mercados internacionales y como parte integral del proceso globalización. ;;;;;;;;;;;;;;;;;;
PVNI-0739;1;tema;interesante;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca;tema;tipo de tema;vuelve un tema interesante ;;;;;;;;;;;;;;;;;;
PVNI-0774;1;tema;prioritario;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca;tema;tipo de tema;vuelve un tema prioritario ;;;;;;;;;;;;;;;;;;
PVNI-0855;1;tema;de seguridad;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca;tema;tipo de tema;vuelve un tema de seguridad ;;;;;;;;;;;;;;;;;;
PVNI-0574;1;témpano;de hielo;SUSTANTIVO COMPUESTO;;sí;fría e impenetrabale;mucha;persona;témpano de hielo;te volviste un témpano de hielo, fría e impenetrable. ;;;;;;;;;;;;;;;;;;
PVNI-0650;1;término;categórico;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca;término;término adaptable;"Y más adelante muestras lo adaptable y conveniente que se volvió un término tan categórico como ""la autenticidad"".";;;;;;;;;;;;;;;;;;
PVNI-0575;1;terremoto;⍬;Sí;;sí;;;;;sin poder controlar el movimiento errático de las rodillas, los gemidos mínimos que con el eco se volvían un terremoto. ;;;;;;;;;;;;;;;;;;
PVNI-0576;1;tic;habitual;sí;determinado porque tiene complementos;sí;;;;;Y la rascada se volvía un tic habitual.;;;;;;;;;;;;;;;;;;
PVNI-0577;1;tierra;húmeda;sí;;sí;;;;;Lo que hasta esa época había sido desierto, se volvió una tierra húmeda y más selvática como las que habían acogido a los humanos del valle del Omo en el este de Africa.;;;;;;;;;;;;;;;;;;
PVNI-0578;1;tigre;⍬;Sí;;sí;;;;;Los pisos eran de madera roída y de cada hueco salía una rata. Me volví un tigre para matar ratas y ratones.;;;;;;;;;;;;;;;;;;
PVNI-0713;1;tipo;gentil;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca;persona;tipo gentil;volvió un tipo gentil, ;;;;;;;;;;;;;;;;;;
PVNI-0776;1;tipo;raro;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca;persona;tipo raro;vuelve un tipo raro, ;;;;;;;;;;;;;;;;;;
PVNI-0579;1;tirador;experto;sí;profesión u ocupación;no;;;;;En unas semanas se volvió un experto tirador, gracias a don Ricardo Zaldívar de la Garza [para servir a usted a dios y a las causas de la iglesia,;;;;;;;;;;;;;;;;;;
PVNI-0580;1;tizón;⍬;Sí;;sí;;;;;Le dio tres vueltas, con su carro, mientras les mentaba la madre con el claxon. Se volvió un tizón de lo encabronado. ;;;;;;;;;;;;;;;;;;
PVNI-0581;1;todo;escurridizo;SUSTANTIVO COMPUESTO;;sí;escurridizo;mucha; partes del cuerpo;todo escucrridizo;vuelven un todo escurridizo, ;;;;;;;;;;;;;;;;;;
PVNI-0583;1;torbellino;⍬;Sí;;sí;;;;;En las semanas previas al debut, la vida de Chiquita se volvió un torbellino.;;;;;;;;;;;;;;;;;;
PVNI-0584;1;torbellino;de deseo;SUSTANTIVO COMPUESTO;CUANTIFIcador;sí;enloquecida;mucha;cabeza;torbellino;Fumando y tomando cerveza, su cabeza se volvía un torbellino de deseo por ver el rostro claro de Mireya, por escuchar su voz y olisquear el aroma de su piel.;;;;;;;;;;;;;;;;;;
PVNI-0585;1;tormenta;⍬;Sí;;sí;;;;;"otras actividades financieras, simplemente desaparecieron y la vida de las familias se volvió una tormenta por falta de empleo"",";;;;;;;;;;;;;;;;;;
PVNI-0586;1;tormento;⍬;Sí;;sí;;;;;Sus noches se volvieron un tormento.;;;;;;;;;;;;;;;;;;
PVNI-0588;1;tormento;⍬;Sí;;sí;;;;;hasta la más mínima posibilidad de sobrevivencia del monstruo porque, vivir la realidad actual se vuelve un tormento,;;;;;;;;;;;;;;;;;;
PVNI-0589;1;tortura;⍬;Sí;;sí;;;;;ensé en mi madre, en lo que había sido y en lo que se había convertido, en lo que mi padre me había dicho sobre ella en el avión, en la capacidad del placer para volverse una tortura, ;;;;;;;;;;;;;;;;;;
PVNI-0590;1;tortura;⍬;Sí;;sí;;;;;En unas horas, lo sabe, eso ha pasado en los otros otoños, el aguijón se volverá una tortura.;;;;;;;;;;;;;;;;;;
PVNI-0591;1;tortura;⍬;Sí;;sí;;;;;Bañarse se vuelve una tortura, por el frío mismo, por las toallas que nunca están secas del todo;;;;;;;;;;;;;;;;;;
PVNI-0592;1;tortura;⍬;Sí;;sí;;;;;si uno intuye que algo de esa maravilla va dedicada a otra persona, se vuelve una tortura. ;;;;;;;;;;;;;;;;;;
PVNI-0593;1;tortura;⍬;Sí;;sí;;;;;la paulatina vuelta en sí, cada vez más deslizantemente peligrosa, se volvió una tortura.;;;;;;;;;;;;;;;;;;
PVNI-0594;1;tortura;⍬;Sí;;sí;;;;;que la muerte está ahí, siempre presente, y vivir con ese peso abrumador se vuelve una tortura. ;;;;;;;;;;;;;;;;;;
PVNI-0595;1;tortura;de permisos;sí;;sí;;;;; Para fomentar el surgimiento de tales espacios y que no se vuelva una tortura de permisos imposibles y asaltos de pequeños funcionarios delegacionales o municipales, urge que los artistas escénicos se acerquen a las autoridades ;;;;;;;;;;;;;;;;;;
PVNI-0646;1;trabajo;cansado;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; trabajo;tipo de trabajo;se lo digo, se volvió un trabajo muy cansado.  cansado;;;;;;;;;;;;;;;;;;
PVNI-0596;1;tradición;⍬;Sí;;sí;;;;;Mientras él se concentra, los aficionados están ansiosos por saber con qué ropa saldrá al campo, ya que su forma vistosa de combinar ya se volvió una tradición en el circuito profesional del golf.;;;;;;;;;;;;;;;;;;
PVNI-0597;1;tragedia;vespertina;sí;;sí;;;;;Alberto Isaac llevó después al cinematógrafo en escenarios naturales, donde el robo de las tres bolas de la carambola se vuelve una tragedia vespertina y nocturna. ;;;;;;;;;;;;;;;;;;
PVNI-0598;1;tragedia;oculta;sí;;sí;;;;; Esta dimensión no analizada es la que eriza los pelos. Este problema humano, que se vuelve una tragedia oculta, poco visible, no la vemos incorporada todavía en las estadísticas de pobreza.;;;;;;;;;;;;;;;;;;
PVNI-0599;1;tragedia;nacional;sí;;sí;;;;;"Como lo sintetizaban algunos de los y las zapatistas ilustrados hace más de diez años, en esa frase que terminó volviéndose una tragedia nacional: ""nosotros ya somos ustedes"". ";;;;;;;;;;;;;;;;;;
PVNI-0600;1;trámite;⍬;Sí;;sí;;;;;Se volvió un trámite alterar los chips de la memoria de la consola, pero como Internet no era parte de la ecuación, los resguardos eran mínimos y fáciles de sortear.;;;;;;;;;;;;;;;;;;
PVNI-0688;1;trámite;engorroso;SUSTANTIVO COMPUESTO;de PVNIS;sí;obligatorio,  indispensable, molesto;mucha; cruzar;trámite;El tráfico está denso y cruzar la calle se vuelve un trámite engorroso. ;;;;;;;;;;;;;;;;;;
PVNI-0601;1;trampa;involuntaria;sí;;sí;;;;;"Por eso te decía al principio lo del destino: el reloj, un regalo que se vuelve una trampa involuntaria;";;;;;;;;;;;;;;;;;;
PVNI-0602;1;transparencia;⍬;Sí;;sí;;;;;Basta nombrarla para que todo se vuelva una transparencia: un presente perpetuo.;;;;;;;;;;;;;;;;;;
PVNI-0603;1;transparencia;⍬;Sí;;sí;;;;;Un misterio que se vuelve transparencia como en esas horas del amanecer cuando sin alarde alguno la oscuridad se torna luz en las ventanas poco antes de dejar de soñar. ;;;;;;;;;;;;;;;;;;
PVNI-0729;1;tratamiento;indispensable;SUSTANTIVO COMPUESTO;de PVNIS;no;;poca; quimioterapia;tratamiento indispensable;por lo que la radioterapia no se vuelve un tratamiento indispensable para la salud de los infantes.;;;;;;;;;;;;;;;;;;
